submitted_month,sunmitted_time,user_id,video_id,video_title,time_watched
15-02-2021,04:44:37,269972,GUoGr9a_GRk,Dr. Shilpa informs on the importance of mainTaining calcium and iron levels.,252
20-12-2020,09:58:35,268603,XB-4e_e5vu4,"Dr. Shilpa informs on a daily iron, calcium and protein rich diet.",250
01-07-2020,08:31:17,256255,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
26-07-2020,01:46:22,258315,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
18-08-2020,12:16:49,257041,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
25-08-2020,04:26:13,259524,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
09-09-2020,05:24:26,258807,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
09-09-2020,08:42:28,260163,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
23-09-2020,13:01:10,260802,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
02-10-2020,15:45:03,260682,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
04-10-2020,03:05:59,260433,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
07-10-2020,15:13:00,260474,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
23-10-2020,11:52:11,262599,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
31-10-2020,14:47:52,262718,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
10-11-2020,06:48:11,263320,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
13-11-2020,09:37:33,262306,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
13-11-2020,12:37:05,264060,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
14-11-2020,12:54:41,262258,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
14-11-2020,14:28:39,262258,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
16-11-2020,17:25:08,262258,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
18-11-2020,09:42:00,264964,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
26-11-2020,10:36:27,262609,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
29-11-2020,15:44:22,265807,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
01-12-2020,02:36:36,263340,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
06-12-2020,06:27:36,263340,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
06-12-2020,08:32:26,260682,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
14-12-2020,12:37:33,267448,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
18-12-2020,01:56:54,268176,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
21-12-2020,06:58:10,268452,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
27-12-2020,15:37:44,267558,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
01-01-2021,09:07:52,269038,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
05-01-2021,02:18:34,268251,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
06-01-2021,03:37:55,268939,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
06-01-2021,17:47:37,268939,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
16-01-2021,05:49:43,269458,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
17-01-2021,18:14:23,270584,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
22-01-2021,07:37:51,270721,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
23-01-2021,10:54:21,270010,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
08-02-2021,13:22:41,270926,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
10-02-2021,03:32:37,277437,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
10-02-2021,03:32:35,277437,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
11-02-2021,05:40:30,269499,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
11-02-2021,16:58:23,277595,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
13-02-2021,14:19:07,270350,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
16-02-2021,09:59:36,278182,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,247
18-10-2020,07:47:16,261850,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,246
30-01-2021,08:03:59,270174,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,246
17-12-2020,06:47:14,268175,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,244
15-12-2020,05:30:29,267673,FkSnjIuFaCk,Learn the essential nutrients in the diet in pregnancy from Dr. Shilpa.,243
29-12-2020,13:51:55,266295,GUoGr9a_GRk,Dr. Shilpa informs on the importance of mainTaining calcium and iron levels.,243
29-12-2020,13:51:55,266295,GUoGr9a_GRk,Dr. Shilpa informs on the importance of mainTaining calcium and iron levels.,243
11-11-2020,06:54:18,264985,sUnr7I0sCwk,Eat well and be happy. Listen to Dr. Shilpa's advise on diet during pregnancy.,242
17-11-2020,15:30:45,265528,sUnr7I0sCwk,Eat well and be happy. Listen to Dr. Shilpa's advise on diet during pregnancy.,242
17-11-2020,15:30:43,265528,sUnr7I0sCwk,Eat well and be happy. Listen to Dr. Shilpa's advise on diet during pregnancy.,242
10-01-2021,04:36:27,268505,sUnr7I0sCwk,Eat well and be happy. Listen to Dr. Shilpa's advise on diet during pregnancy.,242
06-02-2021,02:29:11,271445,FkSnjIuFaCk,Know the essential nutrients in the diet in pregnancy from Dr. Shilpa.,242
06-02-2021,09:18:14,276345,sUnr7I0sCwk,Eat well and be happy. Listen to Dr. Shilpa's advise on diet during pregnancy.,242
14-02-2021,04:45:35,277483,sUnr7I0sCwk,Eat well and be happy. Listen to Dr. Shilpa's advise on diet during pregnancy.,242
30-07-2020,11:27:15,258550,FkSnjIuFaCk,Know the essential nutrients in the diet in pregnancy from Dr. Shilpa.,241
16-11-2020,04:18:39,264986,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
09-12-2020,09:37:00,267065,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
10-12-2020,03:46:21,267065,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
10-12-2020,03:46:27,267065,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
10-12-2020,04:07:39,267065,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
19-12-2020,04:52:04,268482,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
05-01-2021,17:03:42,268322,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
11-01-2021,06:55:56,263251,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
15-01-2021,08:30:14,270334,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
15-01-2021,07:33:16,270434,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
22-01-2021,11:05:35,270720,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
25-01-2021,10:35:11,264985,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
08-02-2021,18:12:31,268453,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
11-02-2021,16:16:07,277104,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
11-02-2021,16:16:02,277104,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,241
06-01-2021,10:36:45,266295,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,240
06-01-2021,10:36:04,266295,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,240
15-01-2021,14:25:16,271161,FkSnjIuFaCk,Know the essential nutrients in the diet in pregnancy from Dr. Shilpa.,239
02-02-2021,09:08:28,259982,sUnr7I0sCwk,Eat well and be happy. Listen to Dr. Shilpa's advise on diet during pregnancy.,239
07-12-2020,14:52:12,263172,FkSnjIuFaCk,Know the essential nutrients in the diet in pregnancy from Dr. Shilpa |,238
30-01-2021,08:03:49,270174,FkSnjIuFaCk,Know the essential nutrients in the diet in pregnancy from Dr. Shilpa |,237
02-02-2021,09:03:40,259982,sUnr7I0sCwk,Eat well and be happy. Listen to Dr. Shilpa's advise on diet during pregnancy.,234
16-01-2021,06:41:16,264941,F9BfSh13sts,Dr. Shilpa informs on required energy levels during second trimester.,233
12-08-2020,16:23:09,259242,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
28-06-2020,08:23:42,255524,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
15-07-2020,17:12:31,257002,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
21-07-2020,11:30:48,256435,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
20-08-2020,22:50:23,257001,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
07-08-2020,14:27:23,258394,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
14-08-2020,15:09:27,259275,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
15-08-2020,15:21:13,257192,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
23-08-2020,17:05:29,259439,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
24-08-2020,09:48:37,259524,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
02-09-2020,11:18:51,259889,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
05-09-2020,02:06:54,258227,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
05-09-2020,11:26:42,259823,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
08-09-2020,09:02:45,259823,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
10-09-2020,07:55:53,259692,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
11-09-2020,09:01:21,258701,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
12-09-2020,19:25:22,260598,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
15-09-2020,10:44:38,260646,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
16-09-2020,13:31:31,259814,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
19-09-2020,02:57:55,256306,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
19-09-2020,05:38:50,258579,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
19-09-2020,09:27:53,258701,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
23-09-2020,12:33:55,260546,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
25-09-2020,10:36:02,260718,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
26-09-2020,02:55:19,260892,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
24-10-2020,04:38:25,260489,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
25-10-2020,11:48:24,262279,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
28-10-2020,09:04:51,262606,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
28-10-2020,10:17:25,259507,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
28-10-2020,16:45:34,262606,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
31-10-2020,05:40:18,262589,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
07-11-2020,04:52:20,259115,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
10-11-2020,18:37:44,264771,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
12-11-2020,23:34:30,260802,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
13-11-2020,10:51:05,264446,wE-q6fAROP8,"Learn from Dr. Shilpa, tips to keep the body strong in the second trimester.",230
17-11-2020,04:45:06,263332,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
17-11-2020,11:21:17,255324,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
17-11-2020,14:34:38,264099,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
18-11-2020,20:04:42,261905,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
18-11-2020,20:04:41,261905,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
20-11-2020,13:44:01,262239,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
25-11-2020,08:44:14,265971,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
27-11-2020,18:00:51,260888,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
30-11-2020,07:56:08,266388,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
02-12-2020,13:22:14,260814,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
02-12-2020,16:07:22,262121,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
04-12-2020,10:59:51,262121,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
09-12-2020,13:09:40,265790,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
11-12-2020,16:55:38,262599,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
12-12-2020,12:28:39,266240,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
13-12-2020,00:48:18,262148,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
14-12-2020,10:22:40,266295,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
15-12-2020,07:00:00,263251,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
16-12-2020,05:34:20,262258,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
17-12-2020,05:57:44,263260,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
17-12-2020,16:19:41,260489,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
19-12-2020,05:06:16,267072,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
19-12-2020,06:55:06,263251,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
19-12-2020,13:48:40,268537,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
20-12-2020,03:08:30,267250,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
20-12-2020,07:04:45,265064,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
24-12-2020,11:03:29,266391,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
24-12-2020,17:31:45,269024,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
24-12-2020,17:31:47,269024,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
25-12-2020,07:43:20,268959,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
26-12-2020,05:46:22,262258,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
29-12-2020,03:54:36,262258,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
29-12-2020,05:09:57,262258,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
29-12-2020,06:54:59,264985,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
30-12-2020,06:56:00,267327,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
04-01-2021,16:48:35,270255,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
05-01-2021,03:32:06,268161,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
06-01-2021,10:55:39,264964,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
07-01-2021,10:16:31,267066,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
07-01-2021,16:18:04,267066,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
09-01-2021,00:40:06,268453,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
09-01-2021,14:22:16,267725,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
10-01-2021,05:49:10,266830,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
11-01-2021,16:35:39,262609,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
13-01-2021,06:27:51,265459,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
13-01-2021,11:22:52,266278,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
14-01-2021,09:50:20,270978,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
15-01-2021,19:00:13,265606,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
18-01-2021,04:55:31,268662,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
21-01-2021,16:57:16,267503,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
22-01-2021,06:56:29,267561,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
23-01-2021,07:19:18,269509,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
23-01-2021,11:49:18,270335,wE-q6fAROP8,,230
24-01-2021,07:35:36,267673,RwbdWBPZFpQ,,230
24-01-2021,16:53:29,269287,RwbdWBPZFpQ,,230
25-01-2021,15:49:41,271395,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,230
26-01-2021,16:40:48,268623,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
27-01-2021,09:02:43,275886,wE-q6fAROP8,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
28-01-2021,10:06:41,265852,RwbdWBPZFpQ,Your daily menu schedule from Dr. Shilpa.,230
29-01-2021,11:52:51,263172,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
30-01-2021,13:22:12,263334,RwbdWBPZFpQ,Your daily menu schedule from Dr. Shilpa.,230
30-01-2021,18:54:26,267448,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
31-01-2021,07:36:19,276402,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
31-01-2021,09:43:16,270735,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
02-02-2021,06:35:49,266307,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
03-02-2021,17:11:52,276776,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
08-02-2021,17:43:20,276658,wE-q6fAROP8,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
13-02-2021,09:58:09,277922,wE-q6fAROP8,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
16-02-2021,11:18:47,270719,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",230
17-11-2020,09:30:07,264448,wE-q6fAROP8,Your daily menu schedule from Dr. Shilpa.,229
10-12-2020,04:08:21,267065,F9BfSh13sts,Your daily menu schedule from Dr. Shilpa.,229
09-01-2021,14:22:11,267725,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",229
09-01-2021,14:22:14,267725,RwbdWBPZFpQ,Your daily menu schedule from Dr. Shilpa.,229
11-02-2021,05:34:53,269499,FkSnjIuFaCk,Dr. Shilpa informs on required energy levels during second trimester.,228
07-01-2021,10:17:01,267066,RwbdWBPZFpQ,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",226
07-02-2021,14:03:31,266297,P51JO5233Rk,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",226
20-12-2020,09:08:36,267065,NvTOdC9zS8Y,Know the essential nutrients in diet during pregnancy from Dr. Shilpa.,225
22-12-2020,08:46:23,267065,NvTOdC9zS8Y,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",225
24-11-2020,04:37:08,265919,NvTOdC9zS8Y,"Satisfy Hunger Pangs with Healthy Snacking, Says Dr. Shilpa.",224
29-11-2020,08:18:31,264986,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,224
09-01-2021,08:33:21,267607,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,224
17-01-2021,11:27:14,270363,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,224
20-01-2021,04:46:34,270434,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,224
21-01-2021,10:05:34,266295,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,224
25-01-2021,10:59:31,263251,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,224
08-02-2021,11:13:59,264985,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,224
10-02-2021,02:49:25,267327,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,224
07-01-2021,10:16:57,267066,RwbdWBPZFpQ,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,223
07-01-2021,10:16:54,267066,RwbdWBPZFpQ,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,223
14-12-2020,04:16:24,267065,NvTOdC9zS8Y,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,222
09-02-2021,11:58:02,277407,wE-q6fAROP8,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",222
15-07-2020,02:50:50,256945,u-rcLcTQRAk,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",218
30-08-2020,13:00:16,258289,RwbdWBPZFpQ,Pointers on Protein-Rich Food during Second Trimester from Dr. Shilpa.,218
01-11-2020,05:20:31,262258,u-rcLcTQRAk,Your daily menu schedule from Dr. Shilpa.,218
12-01-2021,04:35:59,270011,u-rcLcTQRAk,Dr. Shilpa says ways to avoid Animia during pregnancy.,218
27-07-2020,11:54:53,258626,u-rcLcTQRAk,"Learn from Dr. Shilpa, tips to keep the body strong in the second quarter.",217
12-06-2020,15:05:47,255659,u-rcLcTQRAk,Dr. Shilpa says ways to avoid Animia during pregnancy.,217
